PMID,Title,Authors,First Author,DOI,Publication Year,len
27495937,Rapid generation of functional hepatocyte-like cells from human adipose-derived stem cells,"Fu Y, Deng J, Jiang Q, Wang Y, Zhang Y, Yao Y, Cheng F, Chen X, Xu F, Huang M, Yang Y, Zhang S, Yu D, Zhao RC, Wei Y, Deng H.",Fu Y,10.1186/s13287-016-0364-6,2016,11
26910916,"Identity, proliferation capacity, genomic stability and novel senescence markers of mesenchymal stem cells isolated from low volume of human bone marrow","Kundrotas G, Gasperskaja E, Slapsyte G, Gudleviciene Z, Krasko J, Stumbryte A, Liudkeviciene R.",Kundrotas G,10.18632/oncotarget.7456,2016,21
31519030,Human endothelial cells size-select their secretory granules for exocytosis to modulate their functional output,"McCormack JJ, Harrison-Lavoie KJ, Cutler DF.",McCormack JJ,10.1111/jth.14634,2020,14
30905410,Reprogramming of cancer stem cells into non-tumorigenic cells using stem cell exosomes for cancer therapy,"Lee KS, Choi JS, Cho YW.",Lee KS,10.1016/j.bbrc.2019.03.072,2019,15
29104727,Comparative Analysis of AGE and RAGE Levels in Human Somatic and Embryonic Stem Cells under H(2)O(2)-Induced Noncytotoxic Oxidative Stress Conditions,"Barandalla M, Haucke E, Fischer B, Navarrete Santos A, Colleoni S, Galli C, Navarrete Santos A, Lazzari G.",Barandalla M,10.1155/2017/4240136,2017,20
30554025,Chemical induced conversion of mouse fibroblasts and human adipose-derived stem cells into skeletal muscle-like cells,"Bansal V, De D, An J, Kang TM, Jeong HJ, Kang JS, Kim KK.",Bansal V,10.1016/j.biomaterials.2018.11.037,2019,15
36287186,Frequency and Characteristics of Medical Complications in Rehabilitation Settings: A Scoping Review,"Ladbrook E, Bouchoucha S, Hutchinson A.",Ladbrook E,10.2340/jrm.v54.2752,2022,12
29945035,Role of endothelial primary cilia as fluid mechanosensors on vascular health,"Luu VZ, Chowdhury B, Al-Omran M, Hess DA, Verma S.",Luu VZ,10.1016/j.atherosclerosis.2018.06.818,2018,11
29929387,Malingering and Defensiveness on the Spanish Personality Assessment Inventory: An Initial Investigation with Mostly Spanish-Speaking Outpatients,"Correa AA, Rogers R, Williams MM.",Correa AA,10.1177/1073191118778895,2020,16
28606045,Patient Impressions of Possible Catastrophic Outcomes after Diabetic Foot Ulceration,"Ashmore Z, Vickers B, La Fontaine J, Shibuya N, Jupiter DC.",Ashmore Z,10.2174/1573399813666170612103814,2018,10
26208323,"Improved Methods to Generate Spheroid Cultures from Tumor Cells, Tumor Cells & Fibroblasts or Tumor-Fragments: Microenvironment, Microvesicles and MiRNA","Lao Z, Kelly CJ, Yang XY, Jenkins WT, Toorens E, Ganguly T, Evans SM, Koch CJ.",Lao Z,10.1371/journal.pone.0133895,2015,19
35362648,Impact of SARS-CoV-2 transmission-based precautions on inpatient management of general medical patients,"Stratton H, Buntine P, Ng RBR, Fu JJ, Joshi N, Yip G, Guy S, Chean R, Newnham E, Lau JSY.",Stratton H,10.1111/imj.15697,2022,12
32762744,Psychiatric inpatient beds for youths in China: data from a nation-wide survey,"Geng F, Jiang F, Rakofsky J, Liu T, Liu Y, Liu H, Tang YL.",Geng F,10.1186/s12888-020-02802-x,2020,12
31942949,Does This Patient Need Blood Cultures? A Scoping Review of Indications for Blood Cultures in Adult Nonneutropenic Inpatients,"Fabre V, Sharara SL, Salinas AB, Carroll KC, Desai S, Cosgrove SE.",Fabre V,10.1093/cid/ciaa039,2020,18
36069994,Nurses' knowledge and confidence in recognizing and managing patients with sepsis: A multi-site cross-sectional study,"Chua WL, Teh CS, Basri MABA, Ong ST, Phang NQQ, Goh EL.",Chua WL,10.1111/jan.15435,2023,15
28814500,Monoubiquitination of syntaxin 3 leads to retrieval from the basolateral plasma membrane and facilitates cargo recruitment to exosomes,"Giovannone AJ, Reales E, Bhattaram P, Fraile-Ramos A, Weimbs T.",Giovannone AJ,10.1091/mbc.E17-07-0461,2017,18
33765537,Birth Seasonality of Schizophrenia and Bipolar Disorder? A Review of Inpatient Records,"Saleh A, King M, Hamilton J, Pigott T, Elkhatib R, Shah A, Selek S.",Saleh A,10.1016/j.jad.2021.03.002,2021,12
27770546,Skeletal muscle patch engineering on synthetic and acellular human skeletal muscle originated scaffolds,"Ay B, Karaoz E, Kesemenli CC, Kenar H.",Ay B,10.1002/jbm.a.35948,2017,13
29980109,Generation of an induced pluripotent stem cell line from a patient with adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP): HIHCNi003-A,"Hayer SN, Schelling Y, Hoeflinger P, Hauser S, Schöls L.",Hayer SN,10.1016/j.scr.2018.06.011,2018,22
34114499,Treatment Evaluation in Forensic Psychiatry. Which One Should Be Used: The Clinical Judgment or the Instrument-based Assessment of Change?,"Schuringa E, Spreen M, Bogaerts S.",Schuringa E,10.1177/0306624X211023921,2022,19
31264316,Alexithymia and binge eating in obese outpatients who are starting a weight-loss program: A structural equation analysis,"Conti C, Di Francesco G, Lanzara R, Severo M, Fumagalli L, Guagnano MT, Porcelli P.",Conti C,10.1002/erv.2696,2019,17
31272344,Recent Advances in Extracellular Matrix for Engineering Stem Cell Responses,"Guan S, Zhang K, Li J.",Guan S,10.2174/0929867326666190704121309,2019,10
33356071,Social support as a moderator between the perception of the disease and stress level in lung cancer patients,"Poręba-Chabros A, Mamcarz P, Jurek K.",Poręba-Chabros A,10.26444/aaem/123099,2020,18
27435522,Intermittent high oxygen influences the formation of neural retinal tissue from human embryonic stem cells,"Gao L, Chen X, Zeng Y, Li Q, Zou T, Chen S, Wu Q, Fu C, Xu H, Yin ZQ.",Gao L,10.1038/srep29944,2016,15
29058474,Prolonged Expansion Induces Spontaneous Neural Progenitor Differentiation from Human Gingiva-Derived Mesenchymal Stem Cells,"Rajan TS, Scionti D, Diomede F, Piattelli A, Bramanti P, Mazzon E, Trubiani O.",Rajan TS,10.1089/cell.2017.0012,2017,13
29203658,Molecular and functional resemblance of differentiated cells derived from isogenic human iPSCs and SCNT-derived ESCs,"Zhao MT, Chen H, Liu Q, Shao NY, Sayed N, Wo HT, Zhang JZ, Ong SG, Liu C, Kim Y, Yang H, Chour T, Ma H, Gutierrez NM, Karakikes I, Mitalipov S, Snyder MP, Wu JC.",Zhao MT,10.1073/pnas.1708991114,2017,15
31382771,"The role of concealment and relationship quality on patient hospitalizations, care strain and depressive symptoms in heart failure dyads","Lyons KS, Sadowski T, Lee CS.",Lyons KS,10.1177/1474515119863791,2020,19
34077161,Is it Noise? Factors Linked With Sleep Interruption in Hospitalized Patients,"Mori C, Boss K, Indermuhle P, Stahl E, Chiu SH, Shanks L.",Mori C,10.1097/NUR.0000000000000606,2021,11
36611178,Solutions for improved hospital-wide patient flows - a qualitative interview study of leading healthcare providers,"Åhlin P, Almström P, Wänström C.",Åhlin P,10.1186/s12913-022-09015-w,2023,15
36812750,Can a community hospital successfully transition to outpatient total knee arthroplasty in unselected patients?,"Naito K, Matsumoto M, Andrews SN, Mathews K, Nakasone CK.",Naito K,10.1016/j.knee.2023.01.014,2023,14
25761987,Bone marrow-derived progenitor cells in de novo liver regeneration in liver transplant,"Lee SG, Moon SH, Kim HJ, Lee JY, Park SJ, Chung HM, Ha TY, Song GW, Jung DH, Park H, Kwon TW, Cho YP.",Lee SG,10.1002/lt.24099,2015,12
36567264,The effect of discharge training developed based on nursing interventions classification (NIC) on surgical recovery in oncology patients: Randomized controlled trial - A pilot study,"Arslan E, Gezer N.",Arslan E,10.1002/nop2.1555,2023,25
30905737,Clonal and Quantitative In Vivo Assessment of Hematopoietic Stem Cell Differentiation Reveals Strong Erythroid Potential of Multipotent Cells,"Boyer SW, Rajendiran S, Beaudin AE, Smith-Berdan S, Muthuswamy PK, Perez-Cunningham J, Martin EW, Cheung C, Tsang H, Landon M, Forsberg EC.",Boyer SW,10.1016/j.stemcr.2019.02.007,2019,18
32444233,The Removal of Total Hip and Total Knee Arthroplasty From the Inpatient-Only List Increases the Administrative Burden of Surgeons and Continues to Cause Confusion,"Krueger CA, Kerr JM, Bolognesi MP, Courtney PM, Huddleston JI 3rd.",Krueger CA,10.1016/j.arth.2020.04.079,2020,24
31802425,"Involvement of mitochondrial biogenesis during the differentiation of human periosteum-derived mesenchymal stem cells into adipocytes, chondrocytes and osteocytes","Lee AR, Moon DK, Siregar A, Moon SY, Jeon RH, Son YB, Kim BG, Hah YS, Hwang SC, Byun JH, Woo DK.",Lee AR,10.1007/s12272-019-01198-x,2019,18
28135684,Evaluation of the immunogenicity of human iPS cell-derived neural stem/progenitor cells in vitro,"Ozaki M, Iwanami A, Nagoshi N, Kohyama J, Itakura G, Iwai H, Nishimura S, Nishiyama Y, Kawabata S, Sugai K, Iida T, Matsubayashi K, Isoda M, Kashiwagi R, Toyama Y, Matsumoto M, Okano H, Nakamura M.",Ozaki M,10.1016/j.scr.2017.01.007,2017,13
27551730,The Mutual Interactions between Mesenchymal Stem Cells and Myoblasts in an Autologous Co-Culture Model,"Kulesza A, Burdzinska A, Szczepanska I, Zarychta-Wisniewska W, Pajak B, Bojarczuk K, Dybowski B, Paczek L.",Kulesza A,10.1371/journal.pone.0161693,2016,14
36810807,Mapping the global research landscape on nutritional support for patients with gastrointestinal malignancy: visualization analysis,"Shakhshir M, Abushanab AS, Koni A, Barqawi A, Demyati K, Al-Jabi SW, Zyoud SH.",Shakhshir M,10.1007/s00520-023-07645-2,2023,15
29628294,The Inpatient Assessment and Management of Motor Functional Neurological Disorders: An Interdisciplinary Perspective,"McKee K, Glass S, Adams C, Stephen CD, King F, Parlman K, Perez DL, Kontos N.",McKee K,10.1016/j.psym.2017.12.006,2018,13
25854176,"Bone Marrow Mesenchymal Stem Cells Alleviate Extracellular Kynurenine Levels, as Detected by High-Performance Liquid Chromatography","Wang Y, Zhao J, Tan L, Huang Y, Li D, Quan S, Li M, Pan J.",Wang Y,10.1007/s10753-015-0119-z,2015,15
28471308,Fabrication of Orientation-Controlled 3D Tissues Using a Layer-by-Layer Technique and 3D Printed a Thermoresponsive Gel Frame,"Tsukamoto Y, Akagi T, Shima F, Akashi M.",Tsukamoto Y,10.1089/ten.TEC.2017.0134,2017,16
31293246,Patients' Perceptions of mHealth Apps: Meta-Ethnographic Review of Qualitative Studies,"Vo V, Auroy L, Sarradon-Eck A.",Vo V,10.2196/13817,2019,10
26880706,"Rotary orbital suspension culture of embryonic stem cell-derived neural stem/progenitor cells: impact of hydrodynamic culture on aggregate yield, morphology and cell phenotype","Laundos TL, Silva J, Assunção M, Quelhas P, Monteiro C, Oliveira C, Oliveira MJ, Pêgo AP, Amaral IF.",Laundos TL,10.1002/term.2121,2017,22
29648855,Session-to-session effects of alliance ruptures in outpatient CBT: Within- and between-patient associations,"Rubel JA, Zilcha-Mano S, Feils-Klaus V, Lutz W.",Rubel JA,10.1037/ccp0000286,2018,12
28671084,In vivo anti-tumor effect of DC-CIK cells on human lymphoma cell line Raji,"Zhang X, Du M, Zhang Q, Chen H, Zhao L, Li H, Guo W.",Zhang X,,2017,13
34991507,Clinical sign and biomarker-based algorithm to identify bacterial pneumonia among outpatients with lower respiratory tract infection in Tanzania,"Hogendoorn SKL, Lhopitallier L, Richard-Greenblatt M, Tenisch E, Mbarack Z, Samaka J, Mlaganile T, Mamin A, Genton B, Kaiser L, D'Acremont V, Kain KC, Boillat-Blanco N.",Hogendoorn SKL,10.1186/s12879-021-06994-9,2022,18
26948929,Quantification of natural killer cell polarization and visualization of synaptic granule externalization by imaging flow cytometry,"Viswanath DI, Mace EM, Hsu HT, Orange JS.",Viswanath DI,10.1016/j.clim.2016.03.004,2017,16
30179733,The influence of retinoic acid-induced differentiation on the radiation response of male germline stem cells,"Zheng Y, Lei Q, Jongejan A, Mulder CL, van Daalen SKM, Mastenbroek S, Hwang G, Jordan PW, Repping S, Hamer G.",Zheng Y,10.1016/j.dnarep.2018.08.027,2018,15
26115489,Amniotic fluid as a source of multipotent cells for clinical use,"Young BK, Chan MK, Liu L, Basch RS.",Young BK,10.1515/jpm-2015-0152,2016,11
35361174,The factor structure of the Barratt Impulsiveness Scale (BIS-11) and correlates of impulsivity among outpatients with schizophrenia and other psychotic disorders in Singapore,"Lau JH, Jeyagurunathan A, Shafie S, Chang S, Samari E, Cetty L, Verma S, Tang C, Subramaniam M.",Lau JH,10.1186/s12888-022-03870-x,2022,23
31833667,Specific complexes derived from extracellular matrix facilitate generation of structural and drug-responsive human salivary gland microtissues through maintenance stem cell homeostasis,"Zhang S, Sui Y, Fu X, Feng Y, Luo Z, Zhang Y, Wei S.",Zhang S,10.1002/term.2992,2020,21
34689437,[INCLUSION OF THE RISK FOR DIABETIC FOOT IN THE HOSPITAL DISCHARGE LETTER IN ORDER TO ENHANCE PREVENTIVE MEASURES IN THE COMMUNITY],"Razin H, Dallasheh H, Ness A, Rapoport M.",Razin H,,2021,21
27153350,Comparative transcriptome analysis in induced neural stem cells reveals defined neural cell identities in vitro and after transplantation into the adult rodent brain,"Hallmann AL, Araúzo-Bravo MJ, Zerfass C, Senner V, Ehrlich M, Psathaki OE, Han DW, Tapia N, Zaehres H, Schöler HR, Kuhlmann T, Hargus G.",Hallmann AL,10.1016/j.scr.2016.04.015,2016,23
30362159,Priming with oxytocin and relaxin improves cardiac differentiation of adipose tissue-derived stem cells,"Taha MF, Javeri A, Karimipour M, Yamaghani MS.",Taha MF,10.1002/jcb.27868,2019,13
26418521,Transcriptome Characteristics and X-Chromosome Inactivation Status in Cultured Rat Pluripotent Stem Cells,"Vaskova EA, Medvedev SP, Sorokina AE, Nemudryy AA, Elisaphenko EA, Zakharova IS, Shevchenko AI, Kizilova EA, Zhelezova AI, Evshin IS, Sharipov RN, Minina JM, Zhdanova NS, Khegay II, Kolpakov FA, Sukhikh GT, Pokushalov EA, Karaskov AM, Vlasov VV, Ivanova LN, Zakian SM.",Vaskova EA,10.1089/scd.2015.0204,2015,12
33610862,Effect of the COVID-19 Pandemic on Patient Presentation and Perception to a Neurosurgical Outpatient Clinic,"Pinggera D, Kerschbaumer J, Grassner L, Demetz M, Hartmann S, Thomé C.",Pinggera D,10.1016/j.wneu.2021.02.037,2021,15
28826330,Health Beliefs Related to Salt-Restricted Diet and Associated Factors in Turkish Patients on Hemodialysis,Kara B.,Kara B,10.1177/1043659617691577,2018,14
36356408,Doing things you never imagined: Professional and ethical issues in the U.S. outpatient physical therapy setting during the COVID-19 pandemic,"Ditwiler RE, Swisher LL, Hardwick DD.",Ditwiler RE,10.1016/j.msksp.2022.102684,2022,20
35260809,A population-based analysis of predictors of penile surgical intervention among inpatients with acute priapism,"Ha AS, Han DS, Wallace BK, Miles C, Raup V, Punjani N, Badalato GM, Alukal JP.",Ha AS,10.1038/s41443-021-00518-4,2023,14
31264926,"Construct validity of the Mechanical Restraint - Confounders, Risk, Alliance Score (MR-CRAS): a new risk assessment instrument","Nielsen LD, Bech P, Hounsgaard L, Gildberg FA.",Nielsen LD,10.1080/08039488.2019.1634757,2019,17
32603739,National trends and inpatient outcomes of pulmonary arterial hypertension related hospitalizations - Analysis of the National Inpatient Sample Database,"Chaturvedi A, Kanwar M, Chandrika P, Thenappan T, Raina A, Benza RL.",Chaturvedi A,10.1016/j.ijcard.2020.06.036,2020,19
37083886,Normal high-sensitivity cardiac troponin for ruling-out inpatient mortality in acute COVID-19,"Liu A, Hammond R, Chan K, Chukwuenweniwe C, Johnson R, Khair D, Duck E, Olubodun O, Barwick K, Banya W, Stirrup J, Donnelly PD, Kaski JC, Coates ARM.",Liu A,10.1371/journal.pone.0284523,2023,11
29283563,"Spatial Position Regulates Power of Tryptophan: Discovery of a Major-Groove-Specific Nuclear-Localizing, Cell-Penetrating Tetrapeptide","Bhunia D, Mondal P, Das G, Saha A, Sengupta P, Jana J, Mohapatra S, Chatterjee S, Ghosh S.",Bhunia D,10.1021/jacs.7b10254,2018,13
33515595,Development of a Core Outcome Set for Clinical Trials in Non-infectious Uveitis of the Posterior Segment,"Tallouzi MO, Mathers JM, Moore DJ, Bucknall N, Calvert MJ, Murray PI, Denniston AK; COSUMO Working Group.",Tallouzi MO,10.1016/j.ophtha.2021.01.022,2021,16
28812231,The Neuroprotective Effect of Conditioned Medium from Human Adipose-Derived Mesenchymal Stem Cells is Impaired by N-acetyl Cysteine Supplementation,"Palomares T, Cordero M, Bruzos-Cidon C, Torrecilla M, Ugedo L, Alonso-Varona A.",Palomares T,10.1007/s12035-017-0714-0,2018,18
26707642,Early osteoinductive human bone marrow mesenchymal stromal/stem cells support an enhanced hematopoietic cell expansion with altered chemotaxis- and adhesion-related gene expression profiles,"Sugino N, Miura Y, Yao H, Iwasa M, Fujishiro A, Fujii S, Hirai H, Takaori-Kondo A, Ichinohe T, Maekawa T.",Sugino N,10.1016/j.bbrc.2015.12.061,2016,22
33907269,Attitude and potential benefits of modern information and communication technology use and telemedicine in cross-sectoral solid organ transplant care,"Holderried M, Hoeper A, Holderried F, Heyne N, Nadalin S, Unger O, Ernst C, Guthoff M.",Holderried M,10.1038/s41598-021-88447-6,2021,19
27818179,Spatial Control of Primary Ciliogenesis by Subdistal Appendages Alters Sensation-Associated Properties of Cilia,"Mazo G, Soplop N, Wang WJ, Uryu K, Tsou MF.",Mazo G,10.1016/j.devcel.2016.10.006,2016,13
32599461,Investigating the causal relationship between maltreatment and cognition in children: A systematic review,"Young-Southward G, Eaton C, O'Connor R, Minnis H.",Young-Southward G,10.1016/j.chiabu.2020.104603,2020,13
29732904,"Characterization, Categorization, and 5-Year Mortality of Medicine High Utilizer Inpatients","Dastidar JG, Jiang M.",Dastidar JG,10.1177/0825859718769095,2018,10
31452443,Delineating Astrocytic Cytokine Responses in a Human Stem Cell Model of Neural Trauma,"Thelin EP, Hall CE, Tyzack GE, Frostell A, Giorgi-Coll S, Alam A, Carpenter KLH, Mitchell J, Tajsic T, Hutchinson PJ, Patani R, Helmy A.",Thelin EP,10.1089/neu.2019.6480,2020,13
34812756,Improving Access for Priority Patient Populations Within Outpatient Specialty Practices,"Godsey EL, Gamble AB, Palaj A, Beliles GR Jr, Dunn AN, Keimig AD, Porter IE 2nd.",Godsey EL,10.1097/JAC.0000000000000403,2022,10
34569903,Innovative Staffing Solutions to Nursing Shortages in Acute Mental Health Inpatient Wards,"Ma E, Kritsimali A, Olby-Clements B, Boyd K, Demirbasa B.",Ma E,10.1080/01612840.2021.1961331,2022,12
30378173,Intra-articular autologous uncultured adipose-derived stromal cell transplantation inhibited the progression of cartilage degeneration,"Kuroda Y, Matsumoto T, Hayashi S, Hashimoto S, Takayama K, Kirizuki S, Tsubosaka M, Kamenaga T, Takashima Y, Matsushita T, Niikura T, Kuroda R.",Kuroda Y,10.1002/jor.24174,2019,13
36449970,The Chronic Care Model and its implications for Specialized Outpatient Care,"Marques FRDM, Pires GAR, Santos JLGD, Baldissera VDA, Salci MA.",Marques FRDM,10.1590/0034-7167-2021-0315,2022,11
27862636,A novel method for a high enrichment of human corneal epithelial stem cells for genomic analysis,"Kasinathan JR, Namperumalsamy VP, Veerappan M, Chidambaranathan GP.",Kasinathan JR,10.1002/jemt.22771,2016,16
31273749,Embryoid Body Differentiation of Mouse Embryonic Stem Cells into Neurectoderm and Neural Progenitors,"Shparberg RA, Glover HJ, Morris MB.",Shparberg RA,10.1007/978-1-4939-9631-5_21,2019,13
29453574,Testicular Cell Selective Ablation Using Diphtheria Toxin Receptor Transgenic Mice,"Rebourcet D, Darbey A, Curley M, O'Shaughnessy P, Smith LB.",Rebourcet D,10.1007/978-1-4939-7698-0_15,2018,10
30848565,Enabling Large-Scale Ex Vivo Production of Megakaryocytes from CD34(+) Cells Using Gas-Permeable Surfaces,"Martinez AF, Miller WM.",Martinez AF,10.1002/sctm.18-0160,2019,13
25234861,Novel management of acute or secondary biliary liver conditions using hepatically differentiated human dental pulp cells,"Ishkitiev N, Yaegaki K, Imai T, Tanaka T, Fushimi N, Mitev V, Okada M, Tominaga N, Ono S, Ishikawa H.",Ishkitiev N,10.1089/ten.TEA.2014.0162,2015,16
29637371,The Georgian version of the Juvenile Arthritis Multidimensional Assessment Report (JAMAR),"Ioseliani M, Pagava K, Consolaro A, Bovis F, Ruperto N; Paediatric Rheumatology International Trials Organisation (PRINTO).",Ioseliani M,10.1007/s00296-018-3952-1,2018,11
26030445,Functional differentiation of human pluripotent stem cells on a chip,"Giobbe GG, Michielin F, Luni C, Giulitti S, Martewicz S, Dupont S, Floreani A, Elvassore N.",Giobbe GG,10.1038/nmeth.3411,2015,10
31413152,Neurons Derived from Human Induced Pluripotent Stem Cells Integrate into Rat Brain Circuits and Maintain Both Excitatory and Inhibitory Synaptic Activities,"Yin X, Xu JC, Cho GS, Kwon C, Dawson TM, Dawson VL.",Yin X,10.1523/ENEURO.0148-19.2019,2019,21
28793248,Replicable Expansion and Differentiation of Neural Precursors from Adult Canine Skin,"Duncan T, Lowe A, Sidhu K, Sachdev P, Lewis T, Lin RCY, Sytnyk V, Valenzuela M.",Duncan T,10.1016/j.stemcr.2017.07.008,2017,11
29269839,"Unforeseen swimming and gliding mode of an insect gut symbiont, Burkholderia sp. RPE64, with wrapping of the flagella around its cell body","Kinosita Y, Kikuchi Y, Mikami N, Nakane D, Nishizaka T.",Kinosita Y,10.1038/s41396-017-0010-z,2018,22
31883835,Arterial Sca1(+) Vascular Stem Cells Generate De Novo Smooth Muscle for Artery Repair and Regeneration,"Tang J, Wang H, Huang X, Li F, Zhu H, Li Y, He L, Zhang H, Pu W, Liu K, Zhao H, Bentzon JF, Yu Y, Ji Y, Nie Y, Tian X, Zhang L, Gao D, Zhou B.",Tang J,10.1016/j.stem.2019.11.010,2020,15
26635271,Oligodendrocyte Development and Myelination in Neurodevelopment: Molecular Mechanisms in Health and Disease,"Barateiro A, Brites D, Fernandes A.",Barateiro A,10.2174/1381612822666151204000636,2016,12
36207121,"[""The association proposes animations and moments of distraction to the hospitalized children""]",Castello C.,Castello C,10.1016/j.spp.2022.07.011,2022,12
25901323,Direct force probe reveals the mechanics of nuclear homeostasis in the mammalian cell,"Neelam S, Chancellor TJ, Li Y, Nickerson JA, Roux KJ, Dickinson RB, Lele TP.",Neelam S,10.1073/pnas.1502111112,2015,13
31370039,Qigong: An Effective Intervention on Positive Affect Traits for Forensic Mental Health Consumers,Quinn C.,Quinn C,,2018,13
31145654,Combined effect of alpha particles and cigarette smoke on human lung epithelial cells in vitro,"Lee US, Kim EH.",Lee US,10.1080/09553002.2019.1625491,2019,15
34673098,The Impact of the Coronavirus Disease 2019 Pandemic on Adherence to Ocular Hypotensive Medication in Patients with Primary Open-Angle Glaucoma,"Racette L, Abu SL, Poleon S, Thomas T, Sabbagh N, Girkin CA.",Racette L,10.1016/j.ophtha.2021.10.009,2022,20
33068101,Inpatient hypoglycaemia in older people is associated with a doubling in the increased length of stay compared with the younger population,"Ruan Y, Moysova Z, Tan GD, Lumb A, Davies J, Rea R.",Ruan Y,10.1093/ageing/afaa212,2021,21
26506910,Ionizing Radiation Impacts on Cardiac Differentiation of Mouse Embryonic Stem Cells,"Helm A, Arrizabalaga O, Pignalosa D, Schroeder IS, Durante M, Ritter S.",Helm A,10.1089/scd.2015.0260,2016,11
33791861,Early impact of school closure and social distancing for COVID-19 on the number of inpatients with childhood non-COVID-19 acute infections in Japan,"Kishimoto K, Bun S, Shin JH, Takada D, Morishita T, Kunisawa S, Imanaka Y.",Kishimoto K,10.1007/s00431-021-04043-w,2021,22
33478451,Common mental disorders in mothers of children attending out-patient malnutrition clinics in rural North-western Nigeria: a cross-sectional study,"Abdullahi AT, Farouk ZL, Imam A.",Abdullahi AT,10.1186/s12889-021-10227-8,2021,18
31492182,Medication transcription errors in hospitalized patient settings: a consensual study in the Palestinian nursing practice,"Shawahna R, Abbas A, Ghanem A.",Shawahna R,10.1186/s12913-019-4485-3,2019,15
30644104,Periodontal ligament-derived mesenchymal stem cells modulate neutrophil responses via paracrine mechanisms,"Misawa MYO, Silvério Ruiz KG, Nociti FH Jr, Albiero ML, Saito MT, Nóbrega Stipp R, Condino-Neto A, Holzhausen M, Palombo H, Villar CC.",Misawa MYO,10.1002/JPER.18-0220,2019,11
29518335,Dynamic Changes in the Protein Localization in the Nuclear Environment in Pancreatic β-Cell after Brief Glucose Stimulation,"Kang T, Jensen P, Solovyeva V, Brewer JR, Larsen MR.",Kang T,10.1021/acs.jproteome.7b00930,2018,17
32597032,Postoperative complications in dermatological patients undergoing microscopically controlled surgery in inpatient setting (next-day surgery): A single-center epidemiological study,"Artamonova I, Schmitt L, Yazdi AS, Megahed M, von Felbert V, Balakirski G.",Artamonova I,10.1111/ddg.14148,2020,18
28344004,Identification of Three Early Phases of Cell-Fate Determination during Osteogenic and Adipogenic Differentiation by Transcription Factor Dynamics,"van de Peppel J, Strini T, Tilburg J, Westerhoff H, van Wijnen AJ, van Leeuwen JP.",van de Peppel J,10.1016/j.stemcr.2017.02.018,2017,17
35233983,Predictors of cognitive gains during inpatient rehabilitation for older adults with traumatic brain injury,"Byom L, Zhao AT, Yang Q, Oyesanya T, Harris G, Cary MP Jr, Bettger JP.",Byom L,10.1002/pmrj.12795,2023,14
28373697,Phytic acid as alternative setting retarder enhanced biological performance of dicalcium phosphate cement in vitro,"Meininger S, Blum C, Schamel M, Barralet JE, Ignatius A, Gbureck U.",Meininger S,10.1038/s41598-017-00731-6,2017,15
31840290,Listening to the client voice - A constructivist grounded theory study of the experiences of client-centred practice after stroke,"Walder K, Molineux M.",Walder K,10.1111/1440-1630.12627,2020,19
28926152,The patients' perspective of sustaining a fall in hospital: A qualitative study,"Gettens S, Fulbrook P, Jessup M, Low Choy N.",Gettens S,10.1111/jocn.14075,2018,12
36342768,Investigating Patients' Continuance Intention Toward Conversational Agents in Outpatient Departments: Cross-sectional Field Survey,"Li X, Xie S, Ye Z, Ma S, Yu G.",Li X,10.2196/40681,2022,13
27346029,Derivation of the human embryonic stem cell line RCe014-A (RC-10),"De Sousa PA, Tye BJ, Bruce K, Dand P, Russell G, Collins DM, Greenshields A, Bradburn H, Downie JM, Bateman M, Courtney A.",De Sousa PA,10.1016/j.scr.2016.02.034,2016,10
35143465,"Identifying Higher-Volume Antibiotic Outpatient Prescribers Using Publicly Available Medicare Part D Data - United States, 2019","Gouin KA, Fleming-Dutra KE, Tsay S, Bizune D, Hicks LA, Kabbani S.",Gouin KA,10.15585/mmwr.mm7106a3,2022,16
34219516,From talking cure to play- and group-therapy: outpatient mental health care for children in the Netherlands c. 1945-70,Bakker N.,Bakker N,10.1177/0957154X211024919,2021,18
31135064,2PN cell donation in Germany. Or: How the German Embryo Protection (Act) undermines itself,Schickl H.,Schickl H,10.1111/bioe.12595,2019,14
30327976,Astrocyte-Like Cells Differentiated from Dental Pulp Stem Cells Protect Dopaminergic Neurons Against 6-Hydroxydopamine Toxicity,"Ganapathy K, Datta I, Bhonde R.",Ganapathy K,10.1007/s12035-018-1367-3,2019,14
27430371,"VCE-003.2, a novel cannabigerol derivative, enhances neuronal progenitor cell survival and alleviates symptomatology in murine models of Huntington's disease","Díaz-Alonso J, Paraíso-Luna J, Navarrete C, Del Río C, Cantarero I, Palomares B, Aguareles J, Fernández-Ruiz J, Bellido ML, Pollastro F, Appendino G, Calzado MA, Galve-Roperh I, Muñoz E.",Díaz-Alonso J,10.1038/srep29789,2016,19
35676868,Nutritional intake and foodservice satisfaction of adults receiving specialist inpatient mental health services,"Porter J, Collins J.",Porter J,10.1111/1747-0080.12745,2022,13
29359912,Tissue-Engineered Bone Immobilized with Human Adipose Stem Cells-Derived Exosomes Promotes Bone Regeneration,"Li W, Liu Y, Zhang P, Tang Y, Zhou M, Jiang W, Zhang X, Wu G, Zhou Y.",Li W,10.1021/acsami.7b17620,2018,12
27267617,From microbiology to cell biology: when an intracellular bacterium becomes part of its host cell,McCutcheon JP.,McCutcheon JP,10.1016/j.ceb.2016.05.008,2016,15
